modelo,sampler,auc_mean,auc_std,t_fit_mean,t_pred_mean,folds_validos
KDE Gauss (Silverman),smote,0.9162970236969267,0.017213236857444355,0.0015133000000787434,6.487685979999151,5
KDE Gauss (bw=0.6),smote,0.9061330979829837,0.01800447696624677,0.015978079999695183,4.1233409600001325,5
GaussianNB,smote,0.8828389449586205,0.026202213746632858,0.0015933000002405606,0.0005136600000696489,5
"KDE Parzen (tophat, bw=0.8)",smote,,,0.014850159999696189,0.7455345199996373,0
