modelo,sampler,auc_mean,auc_std,t_fit_mean,t_pred_mean,folds_validos
KDE Gauss (Silverman),none,0.9242962810135594,0.008555981444410792,0.001789699999790173,3.5477449000005437,5
GaussianNB,none,0.9013416247679888,0.012057200705290434,0.0011954800000239629,0.0004741799995827023,5
KDE Gauss (bw=0.6),none,0.8430261208892349,0.02084859123047118,0.007806260000143084,2.2704269599995315,5
"KDE Parzen (tophat, bw=0.8)",none,,,0.009215140000014799,0.4008073400000285,0
